n°	unvoc	vocal	cat	freq	haraka
22022	عَمِه	عمه	verb	339	َ
22023	شَنِج	شنج	verb	339	َ
22025	وَصَم	وصم	verb	338	َ
22027	سَلَف	سلف	verb	338	َ
22031	طاوَع	طاوع	verb	338	َ
22038	اِشْتَمّ	اشتم	verb	337	َ
22044	نَخَب	نخب	verb	337	َ
22049	صَبِي	صبي	verb	337	َ
22051	أَقْسَط	أقسط	verb	337	َ
22055	تَعَطَّش	تعطش	verb	336	َ
22058	قَنِع	قنع	verb	336	َ
22062	عَشَّى	عشى	verb	336	َ
22064	أَدَلّ	أدل	verb	336	َ
22066	خَفَقِ	خفق	verb	335	َ
22073	لَقَّح	لقح	verb	335	َ
22075	لاب	لاب	verb	335	َ
22086	فَقَأ	فقأ	verb	334	َ
22089	حَتَك	حتك	verb	334	َ
22102	تَفَسَّخ	تفسخ	verb	332	َ
22110	اِسْتام	استام	verb	331	َ
22112	تَرَقْرَق	ترقرق	verb	331	َ
22118	قَنَص	قنص	verb	331	َ
22121	مَحَص	محص	verb	331	َ
22123	مَضّ	مض	verb	331	َ
22129	أَنْشَط	أنشط	verb	331	َ
22130	اِحْتَرَس	احترس	verb	330	َ
22131	تَجَهَّز	تجهز	verb	330	َ
22144	ذَوَّب	ذوب	verb	330	َ
22148	رَها	رها	verb	330	َ
22153	رَطَن	رطن	verb	329	َ
22154	نَجَّى	نجى	verb	329	َ
22159	جَفَّف	جفف	verb	329	َ
22160	دَمِي	دمي	verb	329	َ
22161	دَمَر	دمر	verb	329	َ
22164	صَدِئ	صدئ	verb	329	َ
22178	خالَص	خالص	verb	327	َ
22182	رَشّ	رش	verb	327	َ
22197	اِغْتَبَط	اغتبط	verb	326	َ
22198	زَعَق	زعق	verb	326	َ
22199	وَعَب	وعب	verb	326	َ
22201	رَتَّى	رتى	verb	326	َ
22204	مانَح	مانح	verb	326	َ
22206	هَوِس	هوس	verb	326	َ
22209	اِسْتَبان	استبان	verb	325	َ
22221	سَبَّق	سبق	verb	324	َ
22227	طَوَّس	طوس	verb	324	َ
22229	عَنِد	عند	verb	324	َ
22231	شَفَط	شفط	verb	324	َ
22251	أَصْفَر	أصفر	verb	322	َ
22252	ذَخَر	ذخر	verb	322	َ
22253	خَيَّط	خيط	verb	321	َ
22256	سَقَّف	سقف	verb	321	َ
22271	شاغَل	شاغل	verb	321	َ
22273	تَشَقَّق	تشقق	verb	320	َ
22284	أَبْغَض	أبغض	verb	320	َ
22287	تاخَم	تاخم	verb	319	َ
22293	لَحَس	لحس	verb	319	َ
22302	نافَى	نافى	verb	318	َ
22306	حَلَبِ	حلب	verb	318	َ
22309	عاف	عاف	verb	318	َ
22313	راكَض	راكض	verb	317	َ
22323	عَمَّى	عمى	verb	317	َ
22324	أَسَرّ	أسر	verb	317	َ
22326	وَلْوَل	ولول	verb	316	َ
22339	اِسْتَلَب	استلب	verb	315	َ
22340	اِسْتَحَلّ	استحل	verb	315	َ
22353	أَحَقّ	أحق	verb	315	َ
22356	شَفّ	شف	verb	315	َ
22357	شَذَبِ	شذب	verb	315	َ
22358	تَرَحَّل	ترحل	verb	314	َ
22361	كاشَف	كاشف	verb	314	َ
22364	أَسْمَن	أسمن	verb	314	َ
22367	وَكَّل	وكل	verb	313	َ
22370	هَزَل	هزل	verb	313	َ
22374	عاضَد	عاضد	verb	313	َ
22376	شَيَّب	شيب	verb	313	َ
22379	تَنافَر	تنافر	verb	312	َ
22380	تَلَقَّن	تلقن	verb	312	َ
22388	كَبَس	كبس	verb	312	َ
22396	تَسامَر	تسامر	verb	311	َ
22397	تَجَبَّر	تجبر	verb	311	َ
22399	سَخا	سخا	verb	311	َ
22406	حَرَش	حرش	verb	311	َ
22407	أَجْفَل	أجفل	verb	311	َ
22416	لَبَد	لبد	verb	310	َ
22418	كَدِر	كدر	verb	310	َ
22419	فَبْرَك	فبرك	verb	310	َ
22420	أَرْنَى	أرنى	verb	310	َ
22425	سَبَّل	سبل	verb	309	َ
22426	رَفّ	رف	verb	309	َ
22439	أَزِف	أزف	verb	309	َ
22440	أَثْخَن	أثخن	verb	309	َ
22441	تَجَشَّم	تجشم	verb	308	َ
22447	مَتَع	متع	verb	308	َ
22449	فَنَّن	فنن	verb	308	َ
22451	بَوَّغ	بوغ	verb	308	َ
22453	بادَى	بادى	verb	308	َ
22454	طَفِق	طفق	verb	308	َ
22457	زَكَم	زكم	verb	307	َ
22459	تَجَنَّى	تجنى	verb	307	َ
22460	سَوِي	سوي	verb	307	َ
22464	قَوْلَب	قولب	verb	307	َ
22465	قَوِس	قوس	verb	307	َ
22478	اِسْتَضْعَف	استضعف	verb	306	َ
22480	قَدُس	قدس	verb	306	َ
22485	لَهِف	لهف	verb	306	َ
22486	حَرَز	حرز	verb	306	َ
22489	ثَقَّل	ثقل	verb	305	َ
22491	نَقّ	نق	verb	305	َ
22497	هَجَّر	هجر	verb	305	َ
22499	بَرَك	برك	verb	305	َ
22501	أَيَّن	أين	verb	305	َ
22508	رَجّ	رج	verb	304	َ
22517	حَنَّن	حنن	verb	304	َ
22520	ذَرَع	ذرع	verb	304	َ
22522	اِسْتَزاد	استزاد	verb	303	َ
22523	اِسْتَخْلَف	استخلف	verb	303	َ
22524	اِغْتاظ	اغتاظ	verb	303	َ
22525	خَضِر	خضر	verb	303	َ
22526	سارّ	سار	verb	303	َ
22537	عَيَّل	عيل	verb	303	َ
22541	ذَعَر	ذعر	verb	303	َ
22544	ضاجَع	ضاجع	verb	302	َ
22550	زَنّ	زن	verb	302	َ
22551	اِنْبَلَج	انبلج	verb	302	َ
22560	رَدَّى	ردى	verb	301	َ
22570	فَلَى	فلى	verb	301	َ
22572	رَفَق	رفق	verb	301	َ
22574	أَسار	أسار	verb	300	َ
22583	تَقَسَّم	تقسم	verb	300	َ
22585	طَرّ	طر	verb	300	َ
22598	وَلَغ	ولغ	verb	299	َ
22599	اِسْتَأْسَد	استأسد	verb	299	َ
22600	تَماوَج	تماوج	verb	298	َ
22601	تَلَصَّص	تلصص	verb	298	َ
22613	أَسَدّ	أسد	verb	298	َ
22618	ساقَى	ساقى	verb	297	َ
22626	بَصِر	بصر	verb	297	َ
22633	تَغَرَّب	تغرب	verb	296	َ
22643	هَيَّل	هيل	verb	296	َ
22645	بَطَن	بطن	verb	295	َ
22650	أَكْذَب	أكذب	verb	295	َ
22657	اِسْتَدام	استدام	verb	295	َ
22661	تَخَبَّر	تخبر	verb	294	َ
22664	نَطَل	نطل	verb	294	َ
22667	كافَل	كافل	verb	294	َ
22669	بَوَّأ	بوأ	verb	294	َ
22674	تَقَدَّس	تقدس	verb	293	َ
22675	تَمَرَّغ	تمرغ	verb	293	َ
22677	نَوَّم	نوم	verb	293	َ
22682	أَضْنَى	أضنى	verb	293	َ
22683	آكَل	آكل	verb	293	َ
22690	ساعَر	ساعر	verb	292	َ
22695	لَهَّى	لهى	verb	292	َ
22700	اِحْمَرّ	احمر	verb	291	َ
22701	وَكَّر	وكر	verb	291	َ
22702	تَكَسَّب	تكسب	verb	291	َ
22703	سَلِي	سلي	verb	291	َ
22708	لَغَز	لغز	verb	291	َ
22709	جَحَد	جحد	verb	291	َ
22713	أَخْزَى	أخزى	verb	291	َ
22717	خَوَّض	خوض	verb	290	َ
22718	تَسَمَّم	تسمم	verb	290	َ
22719	تَحابّ	تحاب	verb	290	َ
22721	مَنا	منا	verb	290	َ
22725	فَطَر	فطر	verb	290	َ
22730	ضَجِر	ضجر	verb	290	َ
22733	اِنْصَرَم	انصرم	verb	290	َ
22737	وَغَل	وغل	verb	289	َ
22741	تَحَيَّز	تحيز	verb	289	َ
22755	أَرْوَح	أروح	verb	289	َ
22757	تَفَلْسَف	تفلسف	verb	288	َ
22762	هَدّ	هد	verb	288	َ
22767	أَنْفَذ	أنفذ	verb	288	َ
22770	زَيَّت	زيت	verb	287	َ
22771	لَعْلَع	لعلع	verb	287	َ
22772	وَجَف	وجف	verb	287	َ
22774	تَعَكَّر	تعكر	verb	287	َ
22786	أَنْجَح	أنجح	verb	287	َ
22787	أَغْنَم	أغنم	verb	287	َ
22788	اِفْتَرّ	افتر	verb	286	َ
22791	رَجِس	رجس	verb	286	َ
22795	أَجَلّ	أجل	verb	286	َ
22797	جَزَع	جزع	verb	286	َ
22798	جَسَّم	جسم	verb	286	َ
22805	اِشْرَأَبّ	اشرأب	verb	285	َ
22807	ساغ	ساغ	verb	285	َ
22812	كَنا	كنا	verb	285	َ
22816	عَتَم	عتم	verb	285	َ
22820	لَهِي	لهي	verb	284	َ
22822	قَلَع	قلع	verb	284	َ
22824	تَعاضَد	تعاضد	verb	284	َ
22825	تَمَوَّج	تموج	verb	284	َ
22826	ثَنَى	ثنى	verb	284	َ
22829	ضَنّ	ضن	verb	284	َ
22830	طَرِب	طرب	verb	284	َ
22833	أَكَبّ	أكب	verb	283	َ
22837	وَزِر	وزر	verb	283	َ
22841	ناوَش	ناوش	verb	283	َ
22844	جَزَأ	جزأ	verb	283	َ
22847	حَلْحَل	حلحل	verb	282	َ
22850	جَمَّم	جمم	verb	282	َ
22853	قَبا	قبا	verb	282	َ
22856	غَشا	غشا	verb	281	َ
22865	حَمَّس	حمس	verb	281	َ
22866	أَخْدَر	أخدر	verb	281	َ
22868	أَجْلَى	أجلى	verb	281	َ
22873	شَبِث	شبث	verb	281	َ
22879	أَنْقَض	أنقض	verb	280	َ
22892	أَوْلَع	أولع	verb	279	َ
22894	حَصّ	حص	verb	279	َ
22895	اِنْسَدّ	انسد	verb	279	َ
22898	خاذَل	خاذل	verb	279	َ
22912	تَناسَق	تناسق	verb	278	َ
22925	أَقْسَى	أقسى	verb	277	َ
22926	عَوْلَم	عولم	verb	277	َ
22928	أَشْغَل	أشغل	verb	277	َ
22930	سَلَق	سلق	verb	277	َ
22932	رَعْرَع	رعرع	verb	277	َ
22942	كَفَن	كفن	verb	276	َ
22944	لَحَد	لحد	verb	276	َ
22945	مَجَّد	مجد	verb	276	َ
22948	اِتَّخَم	اتخم	verb	276	َ
22952	كَوَّش	كوش	verb	276	َ
22958	اِسْتَسْمَح	استسمح	verb	275	َ
22969	طَبّ	طب	verb	275	َ
22971	حَتِد	حتد	verb	275	َ
22972	حَشّ	حش	verb	275	َ
22973	ضافَر	ضافر	verb	275	َ
22974	أَنْصَب	أنصب	verb	275	َ
22977	اِسْتَعْذَب	استعذب	verb	274	َ
22978	وَشَّع	وشع	verb	274	َ
22982	سَخِي	سخي	verb	274	َ
22987	أَقْبَر	أقبر	verb	273	َ
22988	جَوَّز	جوز	verb	273	َ
22990	مَزّ	مز	verb	273	َ
22992	رَأَب	رأب	verb	273	َ
22996	اِنْطَرَح	انطرح	verb	273	َ
22997	أَسْخَن	أسخن	verb	273	َ
23001	قَشَرُ	قشر	verb	272	َ
23006	عَلَك	علك	verb	272	َ
23009	أَكْرَى	أكرى	verb	272	َ
23013	هَرْمَس	هرمس	verb	272	َ
23017	اِغْتَرّ	اغتر	verb	272	َ
23019	وَبَق	وبق	verb	272	َ
23024	أَفاء	أفاء	verb	271	َ
23028	غَرّ	غر	verb	271	َ
23034	اِبْتَعَث	ابتعث	verb	271	َ
23035	اِمَّحَى	امحى	verb	270	َ
23036	اِهْتَرَأ	اهترأ	verb	270	َ
23037	وَغَر	وغر	verb	270	َ
23043	دَوَّخ	دوخ	verb	270	َ
23046	بَشِع	بشع	verb	270	َ
23052	أَيْنَع	أينع	verb	270	َ
23063	غَوَّز	غوز	verb	269	َ
23065	أَذْكَى	أذكى	verb	269	َ
23067	خَضَب	خضب	verb	268	َ
23071	هاش	هاش	verb	268	َ
23074	عَبَس	عبس	verb	268	َ
23089	دَجِر	دجر	verb	267	َ
23090	بَذّ	بذ	verb	267	َ
23091	عَرِي	عري	verb	267	َ
23092	أَثْقَب	أثقب	verb	267	َ
23095	شَجَر	شجر	verb	267	َ
23096	اِنْفَطَر	انفطر	verb	266	َ
23097	زَخْرَف	زخرف	verb	266	َ
23100	نَعَقِ	نعق	verb	266	َ
23106	أَخْصَب	أخصب	verb	266	َ
23107	ذَمِي	ذمي	verb	266	َ
23108	خَفَر	خفر	verb	265	َ
23109	تَرَنَّم	ترنم	verb	265	َ
23117	لاشَى	لاشى	verb	265	َ
23119	عَرّ	عر	verb	265	َ
23120	أَغْمَد	أغمد	verb	265	َ
23121	رَكَم	ركم	verb	265	َ
23129	تَعَقَّل	تعقل	verb	264	َ
23132	تَحَسَّى	تحسى	verb	263	َ
23142	عَصَب	عصب	verb	263	َ
23143	أَلْفَت	ألفت	verb	263	َ
23147	تَعَزَّى	تعزى	verb	262	َ
23149	نَكَد	نكد	verb	262	َ
23150	نَدَف	ندف	verb	262	َ
23153	جَوَّف	جوف	verb	262	َ
23155	شَدَه	شده	verb	262	َ
23163	رَصَّد	رصد	verb	261	َ
23166	هَشِّ	هش	verb	261	َ
23169	عَطَس	عطس	verb	261	َ
23173	تَأَوَّه	تأوه	verb	260	َ
23174	سَعَل	سعل	verb	260	َ
23183	دَمَن	دمن	verb	260	َ
23190	خَوِي	خوي	verb	259	َ
23194	تَطَبَّع	تطبع	verb	259	َ
23196	رَضَّى	رضى	verb	259	َ
23200	ناء	ناء	verb	259	َ
23204	بَقَّع	بقع	verb	259	َ
23212	حادّ	حاد	verb	258	َ
23213	حَكَّم	حكم	verb	258	َ
23218	اِنْتَحَى	انتحى	verb	258	َ
23221	تَجَسَّم	تجسم	verb	258	َ
23223	سَجا	سجا	verb	258	َ
23224	نَقَف	نقف	verb	258	َ
23229	رادَف	رادف	verb	257	َ
23230	تَخَيَّر	تخير	verb	257	َ
23232	اِنْعَتَق	انعتق	verb	257	َ
23236	صَدِي	صدي	verb	257	َ
23237	أَنْجَد	أنجد	verb	257	َ
23238	أَبْرَأ	أبرأ	verb	257	َ
23243	تَفَرَّس	تفرس	verb	256	َ
23244	تَقَنَّع	تقنع	verb	256	َ
23250	حاش	حاش	verb	256	َ
23254	أَمَلّ	أمل	verb	256	َ
23258	اِنْهَلّ	انهل	verb	255	َ
23260	تَبَرَّم	تبرم	verb	255	َ
23265	أَلَذّ	ألذ	verb	254	َ
23270	اِنْحَتّ	انحت	verb	254	َ
23272	زَجَر	زجر	verb	254	َ
23274	خَطِئ	خطئ	verb	254	َ
23275	تَذاكَر	تذاكر	verb	254	َ
23276	مَوَّج	موج	verb	254	َ
23278	فَرْمَل	فرمل	verb	254	َ
23279	هَلَّن	هلن	verb	254	َ
23283	كَدَح	كدح	verb	254	َ
23290	طَيَّر	طير	verb	253	َ
23292	عَجَم	عجم	verb	253	َ
23293	خَطِف	خطف	verb	253	َ
23294	اِرْتاض	ارتاض	verb	253	َ
23296	أَغاث	أغاث	verb	253	َ
23297	أَطَرِ	أطر	verb	253	َ
23298	أَصْعَد	أصعد	verb	253	َ
23301	نَدَب	ندب	verb	253	َ
23306	أَلْجَأ	ألجأ	verb	252	َ
23312	نَهَدَ	نهد	verb	252	َ
23314	تَحَذَّر	تحذر	verb	252	َ
23316	اِطَّرَد	اطرد	verb	252	َ
23317	وَلِع	ولع	verb	252	َ
23318	وَفَق	وفق	verb	252	َ
23319	تَخَوَّن	تخون	verb	252	َ
23320	تَنَفَّل	تنفل	verb	252	َ
23327	كَهَنُ	كهن	verb	251	َ
23330	قَصَّص	قصص	verb	251	َ
23356	أَوْهَج	أوهج	verb	249	َ
23358	عَيَّب	عيب	verb	249	َ
23360	حَطَم	حطم	verb	249	َ
23363	لَثَم	لثم	verb	249	َ
23368	قاء	قاء	verb	249	َ
23371	اِصْطاف	اصطاف	verb	249	َ
23372	اِنْمَحَى	انمحى	verb	249	َ
23374	اِخْتَصَم	اختصم	verb	248	َ
23375	حاز	حاز	verb	248	َ
23378	اِسْتَصْلَح	استصلح	verb	248	َ
23382	تَناشَد	تناشد	verb	248	َ
23383	تَكَمَّن	تكمن	verb	248	َ
23385	ماح	ماح	verb	248	َ
23389	لَبَّ	لب	verb	247	َ
23390	لَحا	لحا	verb	247	َ
23392	هَيَّت	هيت	verb	247	َ
23400	أَلِم	ألم	verb	247	َ
23409	تَخَشَّى	تخشى	verb	247	َ
23415	أَبْهَر	أبهر	verb	246	َ
23427	تَشَنَّج	تشنج	verb	246	َ
23428	تَوَشَّح	توشح	verb	246	َ
23430	أَوْرَق	أورق	verb	245	َ
23437	أَدَب	أدب	verb	245	َ
23438	بَجَّل	بجل	verb	245	َ
23440	تَحَيَّل	تحيل	verb	245	َ
23446	مَنّ	من	verb	245	َ
23451	قَيَّل	قيل	verb	244	َ
23453	وَفَّى	وفى	verb	244	َ
23454	وَجِع	وجع	verb	244	َ
23456	عَيّ	عي	verb	244	َ
23457	نَكَصِ	نكص	verb	244	َ
23466	بَنَّج	بنج	verb	243	َ
23472	قَضِم	قضم	verb	243	َ
23476	وَبَل	وبل	verb	243	َ
23477	زَكا	زكا	verb	243	َ
23478	اِنْسَدَل	انسدل	verb	243	َ
23483	تَلاسَن	تلاسن	verb	242	َ
23486	اِنْصَلَح	انصلح	verb	242	َ
23487	تَأَبَّى	تأبى	verb	242	َ
23489	سَطَح	سطح	verb	242	َ
23497	مَكَس	مكس	verb	242	َ
23506	تَبَخْتَر	تبختر	verb	241	َ
23507	تَأَنَّى	تأنى	verb	241	َ
23515	زَأَر	زأر	verb	241	َ
23519	شَوِه	شوه	verb	241	َ
23520	أَلَّم	ألم	verb	241	َ
23525	دَعَس	دعس	verb	241	َ
23528	جَبُن	جبن	verb	241	َ
23534	بَلَّغ	بلغ	verb	240	َ
23543	تَبَلَّل	تبلل	verb	239	َ
23550	نافَح	نافح	verb	239	َ
23553	أَغْلَط	أغلط	verb	239	َ
23555	أَسِي	أسي	verb	239	َ
23556	عَقَّم	عقم	verb	239	َ
23568	أَتْخَم	أتخم	verb	238	َ
23576	وَقَّت	وقت	verb	238	َ
23580	رَعَب	رعب	verb	238	َ
23584	شَقَّق	شقق	verb	238	َ
23586	نَقَط	نقط	verb	237	َ
23590	أَهْبَط	أهبط	verb	237	َ
23595	غَمَى	غمى	verb	237	َ
23596	يَمَّن	يمن	verb	237	َ
23597	اِنْبَجَس	انبجس	verb	237	َ
23605	هَلُمّ	هلم	verb	236	َ
23612	أَكْرَه	أكره	verb	236	َ
23613	أَجاح	أجاح	verb	236	َ
23619	شَحَبُ	شحب	verb	236	َ
23620	قَشُّ	قش	verb	236	َ
23626	شَطَّب	شطب	verb	236	َ
23640	نَسَق	نسق	verb	235	َ
23643	تَنَسَّم	تنسم	verb	235	َ
23644	تَرَمَّل	ترمل	verb	235	َ
23651	أَعْدَى	أعدى	verb	234	َ
23652	أَجْهَد	أجهد	verb	234	َ
23655	غَمَط	غمط	verb	234	َ
23659	خَلَب	خلب	verb	234	َ
23662	تَبَرَّك	تبرك	verb	234	َ
23668	أَبَّن	أبن	verb	233	َ
23670	اِسْتَعْلَى	استعلى	verb	233	َ
23674	سَلْسَل	سلسل	verb	233	َ
23680	هاش	هاش	verb	232	َ
23684	بَلّ	بل	verb	232	َ
23688	عِمْلاقِيّ	عملاقي	verb	232	َ
23689	عارَك	عارك	verb	232	َ
23690	اِسْتَعْطَف	استعطف	verb	232	َ
23691	اِغْتَرَف	اغترف	verb	232	َ
23706	نَكَّر	نكر	verb	231	َ
23718	سَفَح	سفح	verb	230	َ
23719	سَوَّد	سود	verb	230	َ
23722	تَسَلْسَل	تسلسل	verb	230	َ
23729	قَبُح	قبح	verb	230	َ
23736	فَرَّج	فرج	verb	230	َ
23739	رَضَع	رضع	verb	230	َ
23746	اِرْتَخَى	ارتخى	verb	229	َ
23754	نَقَزُ	نقز	verb	229	َ
23759	سَلَتِ	سلت	verb	229	َ
23762	حَمّ	حم	verb	229	َ
23766	أَخْلَف	أخلف	verb	228	َ
23773	فَشّ	فش	verb	228	َ
23776	تَرَهَّل	ترهل	verb	227	َ
23780	رَغِد	رغد	verb	227	َ
23787	كَوَّك	كوك	verb	227	َ
23792	شَكِل	شكل	verb	227	َ
23795	أَهْمَد	أهمد	verb	226	َ
23800	تَفَخَّر	تفخر	verb	226	َ
23802	كَمَّم	كمم	verb	226	َ
23805	اِسْتَحَبّ	استحب	verb	226	َ
23806	اِجْتَزَأ	اجتزأ	verb	226	َ
23820	خَدَر	خدر	verb	225	َ
23822	اِسْتَصْعَب	استصعب	verb	225	َ
23840	تَأَسَّى	تأسى	verb	224	َ
23842	خَشَع	خشع	verb	224	َ
23844	يَتَم	يتم	verb	224	َ
23848	كَفْكَف	كفكف	verb	223	َ
23851	فَتَر	فتر	verb	223	َ
23857	صَحَّف	صحف	verb	223	َ
23859	اِدْلَهَمّ	ادلهم	verb	223	َ
23863	ناص	ناص	verb	222	َ
23869	بَهْدَل	بهدل	verb	222	َ
23876	سَفْيَت	سفيت	verb	222	َ
23878	واعَد	واعد	verb	222	َ
23884	أَنال	أنال	verb	221	َ
23887	ضادّ	ضاد	verb	221	َ
23898	سَرَّر	سرر	verb	221	َ
23902	اِسْتَنْسَب	استنسب	verb	221	َ
23904	وَبَه	وبه	verb	220	َ
23906	اِسْتَلَف	استلف	verb	220	َ
23908	تَرَسَّم	ترسم	verb	220	َ
23918	مَلِص	ملص	verb	220	َ
23919	عَيَّط	عيط	verb	220	َ
23923	غَلْغَل	غلغل	verb	220	َ
23925	ضَمَر	ضمر	verb	219	َ
23926	أَمْلَك	أملك	verb	219	َ
23931	حَمْلَق	حملق	verb	219	َ
23933	نَزِه	نزه	verb	219	َ
23939	كَلِب	كلب	verb	219	َ
23951	شاتَم	شاتم	verb	218	َ
23958	بَلْبَل	بلبل	verb	218	َ
23959	رَقَع	رقع	verb	218	َ
23971	اِسْتَلَذّ	استلذ	verb	217	َ
23979	تَضاحَك	تضاحك	verb	216	َ
23986	صابَر	صابر	verb	216	َ
23992	أَجْحَف	أجحف	verb	216	َ
23994	اِغْتَذَى	اغتذى	verb	216	َ
23996	كَسِي	كسي	verb	216	َ
24001	كَتَف	كتف	verb	216	َ
24003	تَوَرَّم	تورم	verb	215	َ
24015	رَؤُس	رؤس	verb	215	َ
24016	قَطَب	قطب	verb	215	َ
24021	شاكَس	شاكس	verb	215	َ
24025	صَفَر	صفر	verb	215	َ
24026	طَمَّن	طمن	verb	215	َ
24027	بَرْنَز	برنز	verb	215	َ
24028	لَقِف	لقف	verb	215	َ
24029	ناوَأ	ناوأ	verb	214	َ
24038	قَرَف	قرف	verb	214	َ
24040	وَجَس	وجس	verb	213	َ
24051	نَغَّص	نغص	verb	213	َ
24053	اِنْحَبَس	انحبس	verb	213	َ
24054	اِشْقَرّ	اشقر	verb	213	َ
24055	وَسَّم	وسم	verb	213	َ
24057	تَكاسَل	تكاسل	verb	213	َ
24059	اِسْتَمْطَر	استمطر	verb	212	َ
24066	رَنَّم	رنم	verb	212	َ
24067	تَشادّ	تشاد	verb	212	َ
24068	تَدَوَّن	تدون	verb	212	َ
24073	أَثِم	أثم	verb	211	َ
24074	أَشال	أشال	verb	211	َ
24076	أَرْعَد	أرعد	verb	211	َ
24083	نَشَف	نشف	verb	211	َ
24086	سَوَّك	سوك	verb	211	َ
24091	أَرَم	أرم	verb	210	َ
24095	وَرَّث	ورث	verb	210	َ
24096	تَبَضَّع	تبضع	verb	210	َ
24110	أَطْنَب	أطنب	verb	209	َ
24112	بَسُل	بسل	verb	209	َ
24123	أَنْقَح	أنقح	verb	208	َ
24129	اِسْتَضاء	استضاء	verb	208	َ
24133	تَشَكَّى	تشكى	verb	208	َ
24134	رَتِج	رتج	verb	208	َ
24144	أَكْدَى	أكدى	verb	207	َ
24146	دَبَك	دبك	verb	207	َ
24151	اِنْدَلَق	اندلق	verb	207	َ
24152	تَسَخَّى	تسخى	verb	207	َ
24153	تَظَلَّل	تظلل	verb	207	َ
24160	عاف	عاف	verb	206	َ
24162	رَتِل	رتل	verb	206	َ
24166	نَبَّأ	نبأ	verb	206	َ
24173	حَنِث	حنث	verb	206	َ
24175	أَنْحَل	أنحل	verb	206	َ
24182	دَجّ	دج	verb	206	َ
24193	نافَر	نافر	verb	205	َ
24196	سَتَّف	ستف	verb	205	َ
24205	واتَر	واتر	verb	204	َ
24206	اِرْتَزَق	ارتزق	verb	204	َ
24208	ناغَى	ناغى	verb	204	َ
24210	تَطَفَّل	تطفل	verb	204	َ
24211	تَنَطَّق	تنطق	verb	204	َ
24212	ثَرَب	ثرب	verb	204	َ
24215	اِنْشَرَح	انشرح	verb	203	َ
24225	أَسا	أسا	verb	203	َ
24226	أَوَّب	أوب	verb	203	َ
24227	دَوْزَن	دوزن	verb	203	َ
24231	اِنْهَدَم	انهدم	verb	203	َ
24235	رَكَزُ	ركز	verb	202	َ
24237	تَطاحَن	تطاحن	verb	202	َ
24239	خابَر	خابر	verb	202	َ
24244	عاض	عاض	verb	202	َ
24246	طَغا	طغا	verb	202	َ
24248	مَهَّل	مهل	verb	202	َ
24259	جَلَّل	جلل	verb	201	َ
24269	أَصْمَت	أصمت	verb	201	َ
24270	أَصْحَب	أصحب	verb	201	َ
24273	أَعْرَق	أعرق	verb	201	َ
24276	زَفَر	زفر	verb	200	َ
24277	وَسْوَس	وسوس	verb	200	َ
24278	تَوَسَّد	توسد	verb	200	َ
24280	تَعال	تعال	verb	200	َ
24284	نَبَل	نبل	verb	200	َ
24288	ماكَس	ماكس	verb	200	َ
24294	خار	خار	verb	200	َ
24295	تَكَبَّر	تكبر	verb	199	َ
24297	تَهَلَّل	تهلل	verb	199	َ
24299	سَرْبَل	سربل	verb	199	َ
24300	قات	قات	verb	199	َ
24311	عَوِز	عوز	verb	199	َ
24312	عَطِش	عطش	verb	199	َ
24314	تَلامَس	تلامس	verb	199	َ
24322	نَطَر	نطر	verb	198	َ
24324	قَذِر	قذر	verb	198	َ
24325	سَفِه	سفه	verb	198	َ
24332	أَقْصَر	أقصر	verb	198	َ
24333	أَمَضّ	أمض	verb	198	َ
24334	ذَمّ	ذم	verb	198	َ
24336	اِبْتَذَل	ابتذل	verb	197	َ
24339	رَمُّ	رم	verb	197	َ
24341	ناوَب	ناوب	verb	197	َ
24342	خَسِئ	خسئ	verb	197	َ
24349	ضَمَّن	ضمن	verb	197	َ
24350	أَقات	أقات	verb	197	َ
24351	أَفْتَن	أفتن	verb	197	َ
24354	تَصَعَّد	تصعد	verb	196	َ
24355	تَرَفَّق	ترفق	verb	196	َ
24361	نَقِي	نقي	verb	196	َ
24366	فَقَس	فقس	verb	196	َ
24369	أَغَصّ	أغص	verb	196	َ
24372	ضَبّ	ضب	verb	196	َ
24377	مالَأ	مالأ	verb	195	َ
24382	فَقُر	فقر	verb	195	َ
24387	أَوْغَر	أوغر	verb	195	َ
24392	نَمَى	نمى	verb	195	َ
24394	تَحَوَّر	تحور	verb	195	َ
24395	تَبَوَّل	تبول	verb	195	َ
24396	تَآزَر	تآزر	verb	195	َ
24397	وَرِم	ورم	verb	195	َ
24398	أَبْرَد	أبرد	verb	195	َ
24399	وَتَّر	وتر	verb	195	َ
24400	خَنْدَق	خندق	verb	195	َ
24405	طَفَر	طفر	verb	194	َ
24411	بَخَر	بخر	verb	194	َ
24418	تَدَلَّل	تدلل	verb	194	َ
24419	تَهَجَّى	تهجى	verb	194	َ
24420	تَمَطَّى	تمطى	verb	194	َ
24423	اِسْتَنْزَل	استنزل	verb	194	َ
24424	بَلُد	بلد	verb	193	َ
24432	أَزاغ	أزاغ	verb	193	َ
24433	أَشاح	أشاح	verb	193	َ
24439	لاطَف	لاطف	verb	193	َ
24448	أَرْهَن	أرهن	verb	192	َ
24452	أَرْطَب	أرطب	verb	192	َ
24453	أَقْمَع	أقمع	verb	192	َ
24454	شَوَّق	شوق	verb	192	َ
24455	شَتّان	شتان	verb	192	َ
24470	سَرَج	سرج	verb	191	َ
24482	صانَع	صانع	verb	191	َ
24483	أَوْرَف	أورف	verb	191	َ
